title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit,join_key,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Better Man,Little Big Town,34,210,2016-11-18,486,1,better man_little big town,2ERoiswcZQdXztyYNODB4z,Better Man,Little Big Town,0.0,0gyi7ZVpddN6C6NzElesLx,Better Man,2016-10-20,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.53,0.768,5.0,-4.178,1.0,0.0354,0.127,6.42e-06,0.238,0.432,143.902,260933.0
Better Now,Post Malone,3,1378,2018-05-11,2853,1,better now_post malone,7dt6x5M1jzdTEt8oCbisTK,Better Now,Post Malone,87.0,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.68,0.578,10.0,-5.804,1.0,0.04,0.331,0.0,0.135,0.341,145.038,231267.0
"Bitch, Don't Kill My Vibe",Kendrick Lamar,32,231,2013-01-25,530,1,bitch dont kill my vibe_kendrick lamar,4Pwjz3DfvfQWV0rO2V8jyh,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,64.0,6PBZN8cbwkqm1ERj2BGXJ1,"good kid, m.A.A.d city",2012-01-01,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.587,0.698,1.0,-8.948,1.0,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720.0
Black And Yellow,Wiz Khalifa,1,325,2010-10-01,749,1,black and yellow_wiz khalifa,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,74.0,6ZOXiVL8rmk2ATHJiFJhiD,Rolling Papers,2011-03-29,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667.0
Black Magic,Little Mix,67,36,2015-08-28,105,0,black magic_little mix,5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,76.0,4bzVI1FElc13HQagFR7S1W,Get Weird (Deluxe),2015-11-06,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.777,0.895,4.0,-4.464,1.0,0.0618,0.0348,0.0,0.317,0.826,111.987,211773.0
Black Skinhead,Kanye West,69,10,2013-07-05,51,0,black skinhead_kanye west,722tgOgdIbNe3BEyLnejw4,Black Skinhead,Kanye West,75.0,7D2NdGvBHIavgLhmcwhluK,Yeezus,2013-01-01,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.766,0.821,1.0,-6.124,1.0,0.268,0.00112,0.0,0.168,0.299,130.073,188013.0
Blank Space,Taylor Swift,1,741,2014-11-14,1581,1,blank space_taylor swift,1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,78.0,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,231827.0
Blinding Lights,The Weeknd,1,4095,2019-12-13,8289,1,blinding lights_the weeknd,0sf12qNH5qcw8qpgymFOqD,Blinding Lights,The Weeknd,98.0,2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights,2019-11-29,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.513,0.796,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573.0
Blow Me (One Last Kiss),P!nk,5,378,2012-07-20,851,1,blow me one last kiss_pnk,4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),P!nk,65.0,2Q9oTK48eb85waX1fFJsvj,The Truth About Love,2012-09-18,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.597,0.919,7.0,-2.954,1.0,0.044,0.000145,0.0,0.282,0.73,113.987,255587.0
Blow Your Mind (Mwah),Dua Lipa,72,1,2016-11-04,30,0,blow your mind mwah_dua lipa,7kJlTKjNZVT26iwiDUVhRm,Blow Your Mind (Mwah),Dua Lipa,70.0,7fb7W4noziWjuzWsdr3DzT,Blow Your Mind (Mwah),2016-08-26,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.654,0.796,2.0,-4.761,0.0,0.122,0.0188,0.0,0.0948,0.491,108.854,178583.0
Blue Ain't Your Color,Keith Urban,24,231,2016-09-30,538,1,blue aint your color_keith urban,6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,Keith Urban,70.0,1IbfOjLqUSkhtXLpX31WZq,Ripcord,2016-05-06,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.69,0.416,7.0,-7.865,1.0,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600.0
Body Like A Back Road,Sam Hunt,6,861,2017-02-17,1816,1,body like a back road_sam hunt,6Ex1as5AIibDGYpVJe18QR,Body Like A Back Road,Sam Hunt,22.0,68FGnF6LTrgtYHQDVgPkZL,"NOW That's What I Call Music, Vol. 64",2017-11-03,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.733,0.463,5.0,-7.269,1.0,0.0301,0.438,0.0,0.19,0.653,98.999,161280.0
Body Say,Demi Lovato,84,1,2016-08-05,18,0,body say_demi lovato,7xrA11O07xo57Bbg6p4hck,Body Say,Demi Lovato,63.0,7eh0AAzV329H8VmPnjlSXF,Body Say,2016-07-01,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,0.628,0.74,5.0,-4.836,0.0,0.0358,0.00415,0.0,0.277,0.257,86.983,193893.0
BoomTrap Protocol,Logic,97,1,2018-03-23,5,0,boomtrap protocol_logic,4fZxGiES1FKbNqJPrI4L3s,BoomTrap Protocol,Logic,58.0,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.747,0.532,10.0,-5.474,0.0,0.0394,0.0549,2.78e-06,0.121,0.347,77.032,221360.0
Boss,The Carters,77,3,2018-06-29,29,0,boss_the carters,4F8V44j8cbjHnXjfW2HruU,BOSS,The Carters,54.0,3hCiP4V5Mu3Y0Z8lb70iDp,EVERYTHING IS LOVE,2018-06-16,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.813,0.488,11.0,-7.737,0.0,0.257,0.187,0.000132,0.231,0.688,139.983,244133.0
Bounce Back,Big Sean,6,406,2016-11-25,906,1,bounce back_big sean,0SGkqnVQo9KPytSri1H6cF,Bounce Back,Big Sean,76.0,0XAIjjN5qxViVS0Y5fYkar,I Decided.,2017-02-03,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.78,0.574,1.0,-5.628,0.0,0.141,0.104,0.0,0.129,0.273,81.502,222360.0
Boyfriend,Big Time Rush,72,66,2011-03-11,160,1,boyfriend_big time rush,1rKBOL9kJfX1Y4C3QaOvRH,Boyfriend,Big Time Rush,62.0,2RjFzASjHZG1lUbCKqUahx,BTR,2010-10-11,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.614,0.857,1.0,-4.171,0.0,0.111,0.0987,0.0,0.177,0.677,164.146,201040.0
Break The Rules,Charli xcx,91,6,2014-12-26,21,0,break the rules_charli xcx,0A5qqtFMG1qrNQEcjvr1A2,Break the Rules,Charli XCX,46.0,5Ws5ktkIUJFpaIImvH3tYU,SUCKER,2014-12-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.676,0.926,0.0,-2.244,0.0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2,210,2019-02-22,518,1,break up with your girlfriend im bored_ariana grande,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,84.0,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440.0
Breathin,Ariana Grande,12,325,2018-08-31,738,1,breathin_ariana grande,4OafepJy2teCjYJbvFE60J,breathin,Ariana Grande,78.0,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.568,0.656,8.0,-5.413,1.0,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160.0
Broken,lovelytheband,29,253,2018-07-27,577,1,broken_lovelytheband,6XcfKZvJio9Z0fQy11GnNX,broken,lovelytheband,74.0,2AbPwLvpR0FwpqGt4ZY1q4,finding it hard to smile,2018-08-03,Intro to Indie Poptimism,6Ylmweq4pT7j3ScIv5uq1c,pop,indie poptimism,0.666,0.728,7.0,-5.808,1.0,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878.0
Broken Clocks,SZA,82,10,2018-03-16,38,0,broken clocks_sza,2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,SZA,72.0,76290XdXVF9rPzGdNRWdCh,Ctrl,2017-06-09,Neo Soul 2019,44d7ppo4cggZJmzH2WOhAc,r&b,neo soul,0.684,0.683,6.0,-7.366,1.0,0.177,0.13,0.0,0.156,0.406,112.856,231253.0
Budapest,George Ezra,32,276,2015-02-13,620,1,budapest_george ezra,7GJClzimvMSghjcrKxuf1M,Budapest,George Ezra,76.0,5tF2lAa2rh2kU2xIiBzWia,Wanted on Voyage,2014-06-27,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.714,0.451,5.0,-8.268,1.0,0.0276,0.0883,0.0,0.108,0.406,127.787,200720.0
Burn,Ellie Goulding,13,666,2013-08-09,1419,1,burn_ellie goulding,2GgxS8bUT5G25QJTsfSv0R,Burn,Ellie Goulding,70.0,2Dw4fYqDQnxsgoXDdMbqh3,Halcyon Days,2014-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.559,0.777,1.0,-5.031,1.0,0.0432,0.31,0.0,0.105,0.329,87.016,231212.0
Burn It Down,Linkin Park,30,276,2012-05-04,622,1,burn it down_linkin park,7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,73.0,4XHIjbhjRmqWlosjj5rqSI,LIVING THINGS,2012-06-20,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253.0
Bury A Friend,Billie Eilish,14,210,2019-02-08,506,1,bury a friend_billie eilish,4SSnFejRGlZikf02HLewEF,bury a friend,Billie Eilish,87.0,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,193143.0
Butterfly Effect,Travis Scott,50,276,2017-06-16,602,1,butterfly effect_travis scott,1yxgsra98r3qAtxqiGZPiX,BUTTERFLY EFFECT,Travis Scott,15.0,4fOw7xSDwqb58Z2Qia5j81,BUTTERFLY EFFECT,2017-05-18,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.763,0.598,11.0,-6.865,1.0,0.0539,0.0714,0.0,0.112,0.182,140.987,190678.0
Cake By The Ocean,DNCE,9,1081,2015-11-06,2253,1,cake by the ocean_dnce,76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,DNCE,80.0,3Wv4X8OA65pGpFzBkuUgAh,DNCE,2016-11-18,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.774,0.753,4.0,-5.445,0.0,0.0517,0.153,0.0,0.0371,0.896,119.002,219147.0
Call Me Maybe,Carly Rae Jepsen,1,1275,2012-03-09,2649,1,call me maybe_carly rae jepsen,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,76.0,6SSSF9Y6MiPdQoxqBptrR2,Kiss,2012-01-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400.0
Call Out My Name,The Weeknd,4,171,2018-04-13,438,1,call out my name_the weeknd,4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,The Weeknd,24.0,3N88bRVAwQrtKqSV0UgU69,"My Dear Melancholy,",2018-03-30,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.449,0.599,1.0,-4.892,1.0,0.0369,0.211,0.0,0.327,0.165,134.144,228373.0
Calling All The Monsters,China Anne McClain,86,3,2011-10-14,20,0,calling all the monsters_china anne mcclain,0hnHoQbEQOL4YUZ4SO6xbe,Calling All the Monsters,China Anne McClain,47.0,5OIP7u2BKGMN0IcoLE9zQz,Calling All The Monsters,2011-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.56,0.826,6.0,-5.866,0.0,0.0976,0.00272,0.0,0.487,0.492,141.974,206676.0
Camelot,NLE Choppa,37,210,2019-09-27,483,1,camelot_nle choppa,4sWuPniHClkInYAnzXAYUF,Camelot,NLE Choppa,85.0,5tdGgaiW18D6bjHFLhtblL,Camelot,2019-09-13,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.787,0.713,7.0,-5.252,1.0,0.401,0.0849,0.0,0.717,0.762,175.041,148759.0
Can't Feel My Face,The Weeknd,1,861,2015-06-26,1821,1,cant feel my face_the weeknd,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,80.0,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.705,0.769,9.0,-5.526,0.0,0.0426,0.112,0.0,0.105,0.59,107.939,213520.0
Can't Have Everything,Drake,82,3,2017-04-07,24,0,cant have everything_drake,5f5r2N4Lp9WoULWPH9zp2W,Can't Have Everything,Drake,60.0,1lXY618HWkwYKJWBRYR4MK,More Life,2017-03-18,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.856,0.572,1.0,-8.429,1.0,0.373,0.0136,1.55e-06,0.121,0.454,82.445,228438.0
Can't Stop Dancin',Becky G,88,6,2015-01-09,24,0,cant stop dancin_becky g,5NetSTs4dgiR6GLrZOQcwJ,Can't Stop Dancin',Becky G,56.0,0fwnH770rSy9L2F172lTMu,Can't Stop Dancin',2014-11-04,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.645,0.669,0.0,-7.946,0.0,0.0638,0.00545,0.00138,0.0997,0.568,100.052,198853.0
Candy,Doja Cat,86,21,2019-12-06,56,0,candy_doja cat,1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,85.0,54tInqO543zy0Y5F2VsUQI,Amala,2018-03-30,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.689,0.516,8.0,-5.857,1.0,0.0444,0.513,0.0,0.163,0.209,124.876,190920.0
Cecilia And The Satellite,Andrew McMahon In The Wilderness,96,6,2015-09-11,16,0,cecilia and the satellite_andrew mcmahon in the wilderness,1MSM3Fo2fvnwVqMcz8Jhjq,Cecilia And The Satellite,Andrew McMahon in the Wilderness,60.0,4IVdl0FxI7cpwyLh8JWOdG,Andrew McMahon In The Wilderness,2014-10-14,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.381,0.844,5.0,-7.123,1.0,0.144,0.0131,0.0,0.318,0.239,194.0,223880.0
Centuries,Fall Out Boy,10,595,2014-09-26,1280,1,centuries_fall out boy,04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,79.0,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.394,0.858,4.0,-2.868,0.0,0.0729,0.00359,0.0,0.102,0.56,176.044,228360.0
Chandelier,Sia,8,1081,2014-05-23,2254,1,chandelier_sia,4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,79.0,3xFSl9lIRaYXIYkIn3OIl9,1000 Forms Of Fear,2014-07-04,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0
Chanel,Frank Ocean,72,1,2017-03-31,30,0,chanel_frank ocean,6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,82.0,6OGzmhzHcjf0uN9j7dYvZH,Chanel,2017-03-10,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.776,0.503,0.0,-5.732,0.0,0.237,0.874,0.0,0.112,0.473,110.134,210285.0
Change,J. Cole,21,3,2016-12-30,85,0,change_j cole,6yIjZliWeKDstbA70wYwm0,Change,J. Cole,2.0,71DEqZQPK1OhGtZ9bNtbcc,4 Your Eyez Only,2016-12-09,Saxophone in Hip Hop - R&B Lounge - Jazz Rap,2ujrP2rPxu8ao7wNeG1ZOY,r&b,neo soul,0.553,0.523,11.0,-10.602,0.0,0.254,0.66,0.00102,0.0964,0.232,96.113,331480.0
Check,Young Thug,100,1,2015-07-10,2,0,check_young thug,1jk9c0gZI0wbn5GvAj7PBV,Check,Young Thug,65.0,0BsMZIueWsJLWng8A7sE8e,Barter 6,2015-04-16,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.667,0.581,0.0,-5.164,0.0,0.323,0.0428,0.0,0.183,0.368,110.953,230693.0
Chloe (You're The One I Want),Emblem3,93,6,2013-08-09,19,0,chloe youre the one i want_emblem3,036GQb6SETOJJG8BxJTNxc,Chloe (You're the One I Want),Emblem3,51.0,4rA1y7l62I627A69JFG1Vk,Nothing To Lose (Deluxe Version),2013-07-26,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.71,0.925,0.0,-3.329,1.0,0.0359,0.039,0.0,0.127,0.93,118.024,222987.0
Chun-Li,Nicki Minaj,10,136,2018-04-20,362,1,chunli_nicki minaj,1e4rwBPVI32vZtTJu7mJ4J,Chun-Li,Nicki Minaj,72.0,2acDkDTWdNFie1HjcFa4Ny,Queen,2018-08-10,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.69,0.729,6.0,-5.08,0.0,0.372,0.276,5.08e-05,0.106,0.478,128.96,191600.0
Circles,Post Malone,1,1891,2019-09-13,3881,1,circles_post malone,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,98.0,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280.0
Classic,MKTO,14,378,2014-02-28,842,1,classic_mkto,6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,77.0,5IenxFp0vpnXBUxPcwJtbE,MKTO,2012-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.72,0.791,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.756,102.071,175427.0
CoCo,O.T. Genasis,20,210,2014-12-05,500,1,coco_ot genasis,2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,64.0,0sFq10gbnEw519SPeozbaY,CoCo,2014-11-10,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.886,0.628,8.0,-5.949,1.0,0.131,0.00215,1.15e-05,0.31,0.178,119.906,239574.0
Come & Get It,Selena Gomez,6,253,2013-04-26,600,1,come get it_selena gomez,6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,69.0,3cGKAHAUhAaTTezK4GbBhQ,Stars Dance (Bonus Track Version),2013-01-01,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.546,0.787,7.0,-4.1,0.0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987.0
Come Get Her,Rae Sremmurd,56,190,2015-10-02,424,1,come get her_rae sremmurd,1Ser4X0TKttOvo8bgdytTP,Come Get Her,Rae Sremmurd,76.0,6eDx949ONWDCN0O22wFZf7,SremmLife,2015-01-06,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.689,0.564,2.0,-6.226,1.0,0.136,0.187,0.0,0.0721,0.123,185.023,212947.0
Confessions Of A Dangerous Mind,Logic,78,1,2019-04-05,24,0,confessions of a dangerous mind_logic,4EQSeRRJmk3h3HQ5KlkzVy,Confessions of a Dangerous Mind,Logic,12.0,6GeHCNwwqMMUrpxuGTRYcf,Confessions of a Dangerous Mind,2019-05-10,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.806,0.756,7.0,-4.093,0.0,0.208,0.385,0.0,0.11,0.637,141.97,283867.0
Confident,Demi Lovato,21,210,2015-10-09,499,1,confident_demi lovato,0Mn3amMRMoabaoTf1Publ4,Confident,Demi Lovato,74.0,3HV3ecmJJ2GmHM93vVVKXF,Confident (Deluxe Edition),2015-01-01,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.594,0.749,3.0,-6.251,1.0,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746.0
Consequences,Camila Cabello,51,78,2018-11-16,205,1,consequences_camila cabello,7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila Cabello,73.0,2vD3zSQr8hNlg0obNel4TE,Camila,2018-01-12,urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,0.455,0.292,0.0,-6.792,1.0,0.0563,0.889,0.0,0.106,0.43,84.339,178467.0
Contra,Logic,60,1,2018-03-23,42,0,contra_logic,7u90MSvVyEjL0c8icaE7jl,Contra,Logic,61.0,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.804,0.823,8.0,-5.837,1.0,0.0488,0.104,0.0,0.2,0.616,126.007,217147.0
Controlla,Drake,16,351,2016-05-20,786,1,controlla_drake,3O8NlPh2LByMU9lSRSHedm,Controlla,Drake,73.0,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.611,0.468,10.0,-11.084,0.0,0.179,0.0781,0.0,0.101,0.349,92.092,245227.0
Cool,Jonas Brothers,27,153,2019-04-19,379,1,cool_jonas brothers,7yfi8B8opXjnRh4VZnOkz9,Cool,Jonas Brothers,76.0,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,r&b,hip pop,0.683,0.598,0.0,-5.487,1.0,0.0423,0.00873,0.0,0.156,0.62,78.969,167107.0
Cool For The Summer,Demi Lovato,11,210,2015-07-17,509,1,cool for the summer_demi lovato,2zFF6jG5hQArbzcXz3KUWk,Cool for the Summer,Demi Lovato,70.0,3HV3ecmJJ2GmHM93vVVKXF,Confident (Deluxe Edition),2015-01-01,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740.0
Cool Girl,Tove Lo,84,15,2016-08-26,46,0,cool girl_tove lo,5dKyZWlgjWw1oJgLa4GCZD,Cool Girl,Tove Lo,8.0,2cX9e3renOX5bUQEXWFrJr,Lady Wood,2016-10-28,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.671,0.71,9.0,-6.997,0.0,0.109,0.335,4.76e-06,0.074,0.233,102.022,199179.0
Cool Kids,Echosmith,13,276,2014-07-25,639,1,cool kids_echosmith,13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Echosmith,70.0,1oHY6eQmEG8skElDvFgKz2,Talking Dreams (Deluxe Version),2013-10-04,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.719,0.671,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627.0
Cough Syrup,Young The Giant,95,6,2012-03-09,17,0,cough syrup_young the giant,1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,Young the Giant,70.0,2ww7MYrkExsljnKhcINDse,Young the Giant (Special Edition),2011-01-01,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.534,0.721,11.0,-7.307,0.0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,249520.0
Counting Stars,OneRepublic,2,2346,2013-07-05,4790,1,counting stars_onerepublic,2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,80.0,20lOt6G8MHv8ZO7ViOmiP7,Native,2013-01-01,Dance Pop,0B2HdP15IucgE0vk3sluJR,pop,dance pop,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267.0
Country Girl (Shake It For Me),Luke Bryan,22,210,2011-05-06,498,1,country girl shake it for me_luke bryan,0yD66650JxhqKbW76C2qCo,Country Girl (Shake It For Me),Luke Bryan,72.0,4ybWq0AegFFAvHULAe7q0K,Tailgates & Tanlines,2011-01-01,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.645,0.904,2.0,-4.532,1.0,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560.0
Country Song,Seether,72,171,2011-03-25,370,1,country song_seether,2gJPWGnwUMEFoTDqEndLfR,Country Song,Seether,0.0,3oTBfKBALWRGF0nH92CH4d,Holding Onto Strings Better Left to Fray (Deluxe Version),2011-05-17,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.627,0.856,0.0,-6.137,1.0,0.0325,0.00122,0.0,0.247,0.909,95.999,229493.0
Cranes In The Sky,Solange,74,3,2016-10-21,32,0,cranes in the sky_solange,48EjSdYh8wz2gBxxqzrsLe,Cranes in the Sky,Solange,66.0,3Yko2SxDk4hc6fncIBQlcM,A Seat at the Table,2016-09-30,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.719,0.615,6.0,-5.972,1.0,0.045,0.408,0.000147,0.235,0.465,96.988,250973.0
