Date,Rank,Title,Artist,Peak Position,Weeks on Chart
2018-01-26,59,Written In The Sand,Old Dominion,59,9
2018-01-26,60,Stir Fry,Migos,60,4
2018-01-26,61,Losing Sleep,Chris Young,61,17
2018-01-26,62,Rubbin Off The Paint,YBN Nahmir,46,11
2018-01-26,63,Codeine Dreaming,Kodak Black Featuring Lil Wayne,52,8
2018-01-26,64,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",64,1
2018-01-26,65,Greatest Love Story,LANCO,45,20
2018-01-26,66,Pick It Up,Famous Dex Featuring A$AP Rocky,66,10
2018-01-26,67,La Modelo,Ozuna x Cardi B,52,4
2018-01-26,68,You Broke Up With Me,Walker Hayes,67,13
2018-01-26,69,Red Roses,Lil Skies Featuring Landon Cube,69,2
2018-01-26,70,Rewrite The Stars,Zac Efron & Zendaya,70,3
2018-01-26,71,Outside Today,YoungBoy Never Broke Again,71,1
2018-01-26,72,Tell Me You Love Me,Demi Lovato,53,8
2018-01-26,73,Kooda,6ix9ine,50,7
2018-01-26,74,Candy Paint,Post Malone,50,13
2018-01-26,75,Betrayed,Lil Xan,67,10
2018-01-26,76,Heaven,Kane Brown,70,4
2018-01-26,77,One Foot,WALK THE MOON,77,3
2018-01-26,78,No Smoke,YoungBoy Never Broke Again,73,7
2018-01-26,79,MIC Drop,BTS Featuring Desiigner,28,8
2018-01-26,80,My My My!,Troye Sivan,80,1
2018-01-26,81,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",81,3
2018-01-26,82,I'll Name The Dogs,Blake Shelton,56,19
2018-01-26,83,Five More Minutes,Scotty McCreery,77,7
2018-01-26,84,Tequila,Dan + Shay,84,1
2018-01-26,85,Legends,Kelsea Ballerini,79,7
2018-01-26,86,Ice Tray,Quavo & Lil Yachty,74,5
2018-01-26,87,Corazon,Maluma X Nego do Borel,87,3
2018-01-26,88,All On Me,Devin Dawson,81,8
2018-01-26,89,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",88,3
2018-01-26,90,My Dawg,Lil Baby,71,6
2018-01-26,91,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",91,1
2018-01-26,92,IDGAF,Dua Lipa,92,1
2018-01-26,93,Mayores,Becky G Featuring Bad Bunny,74,13
2018-01-26,94,Broken Halos,Chris Stapleton,90,8
2018-01-26,95,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",75,6
2018-01-26,96,...Ready For It?,Taylor Swift,4,20
2018-01-26,97,Never Enough,Loren Allred,88,3
2018-01-26,98,El Bano,Enrique Iglesias Featuring Bad Bunny,98,1
2018-01-26,99,Beautiful Trauma,P!nk,95,4
2018-01-26,100,Female,Keith Urban,69,4
2018-02-02,1,God's Plan,Drake,1,1
2018-02-02,2,Perfect,Ed Sheeran,1,22
2018-02-02,3,Havana,Camila Cabello Featuring Young Thug,1,24
2018-02-02,4,Rockstar,Post Malone Featuring 21 Savage,1,19
2018-02-02,5,Finesse,Bruno Mars & Cardi B,3,4
2018-02-02,6,Bad At Love,Halsey,5,21
2018-02-02,7,Diplomatic Immunity,Drake,7,1
2018-02-02,8,New Rules,Dua Lipa,8,26
2018-02-02,9,Thunder,Imagine Dragons,4,39
2018-02-02,10,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,4,20
2018-02-02,11,MotorSport,"Migos, Nicki Minaj & Cardi B",6,13
2018-02-02,12,Meant To Be,Bebe Rexha & Florida Georgia Line,12,14
2018-02-02,13,Too Good At Goodbyes,Sam Smith,4,20
2018-02-02,14,Let You Down,NF,14,15
2018-02-02,15,Love.,Kendrick Lamar Featuring Zacari,11,31
2018-02-02,16,Him & I,G-Eazy & Halsey,15,8
2018-02-02,17,Gucci Gang,Lil Pump,3,20
2018-02-02,18,Gummo,6ix9ine,12,11
2018-02-02,19,I Fall Apart,Post Malone,16,18
2018-02-02,20,Bartier Cardi,Cardi B Featuring 21 Savage,14,5
2018-02-02,21,How Long,Charlie Puth,21,16
2018-02-02,22,Shape Of You,Ed Sheeran,1,55
2018-02-02,23,Bodak Yellow (Money Moves),Cardi B,1,30
2018-02-02,24,I Get The Bag,Gucci Mane Featuring Migos,11,23
2018-02-02,25,Feel It Still,Portugal. The Man,4,32
2018-02-02,26,Wolves,Selena Gomez X Marshmello,20,14
2018-02-02,27,Plain Jane,A$AP Ferg Featuring Nicki Minaj,26,18
2018-02-02,28,Believer,Imagine Dragons,4,51
2018-02-02,29,Sky Walker,Miguel Featuring Travis Scott,29,18
2018-02-02,30,End Game,Taylor Swift Featuring Ed Sheeran & Future,18,10
2018-02-02,31,Roll In Peace,Kodak Black Featuring XXXTENTACION,31,23
2018-02-02,32,Sorry Not Sorry,Demi Lovato,6,29
2018-02-02,33,Filthy,Justin Timberlake,9,3
2018-02-02,34,River,Eminem Featuring Ed Sheeran,11,6
2018-02-02,35,Young Dumb & Broke,Khalid,18,28
2018-02-02,36,Marry Me,Thomas Rhett,35,8
2018-02-02,37,Never Be The Same,Camila Cabello,30,6
2018-02-02,38,Lights Down Low,MAX Featuring gnash,38,16
2018-02-02,39,Ric Flair Drip,Offset & Metro Boomin,39,13
2018-02-02,40,Lemon,N*E*R*D & Rihanna,40,12
2018-02-02,41,What Lovers Do,Maroon 5 Featuring SZA,9,22
2018-02-02,42,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,24,22
2018-02-02,43,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",43,2
2018-02-02,44,Mi Gente,J Balvin & Willy William Featuring Beyonce,3,30
2018-02-02,45,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,18
2018-02-02,46,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,3,39
2018-02-02,47,Bank Account,21 Savage,12,29
2018-02-02,48,Attention,Charlie Puth,5,40
2018-02-02,49,Yours,Russell Dickerson,49,15
2018-02-02,50,Unforgettable,French Montana Featuring Swae Lee,3,42
2018-02-02,51,Outside Today,YoungBoy Never Broke Again,51,2
2018-02-02,52,Stir Fry,Migos,52,5
2018-02-02,53,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",46,20
2018-02-02,54,All The Stars,Kendrick Lamar & SZA,43,3
2018-02-02,55,Good Old Days,Macklemore Featuring Kesha,54,14
2018-02-02,56,Mine,Bazzi,56,1
2018-02-02,57,Nowadays,Lil Skies Featuring Landon Cube,55,3
2018-02-02,58,Pick It Up,Famous Dex Featuring A$AP Rocky,58,11
2018-02-02,59,Greatest Love Story,LANCO,45,21
2018-02-02,60,Written In The Sand,Old Dominion,59,10
2018-02-02,61,No Smoke,YoungBoy Never Broke Again,61,8
2018-02-02,62,Losing Sleep,Chris Young,61,18
2018-02-02,63,Like I Loved You,Brett Young,46,18
2018-02-02,64,Five More Minutes,Scotty McCreery,64,8
2018-02-02,65,Sick Boy,The Chainsmokers,65,1
2018-02-02,66,This Is Me,Keala Settle & The Greatest Showman Ensemble,58,4
2018-02-02,67,Heaven,Kane Brown,67,5
2018-02-02,68,Echame La Culpa,Luis Fonsi & Demi Lovato,47,10
2018-02-02,69,Rubbin Off The Paint,YBN Nahmir,46,12
2018-02-02,70,You Broke Up With Me,Walker Hayes,67,14
2018-02-02,71,Supplies,Justin Timberlake,71,1
2018-02-02,72,Codeine Dreaming,Kodak Black Featuring Lil Wayne,52,9
2018-02-02,73,Betrayed,Lil Xan,67,11
2018-02-02,74,Red Roses,Lil Skies Featuring Landon Cube,69,3
2018-02-02,75,One Foot,WALK THE MOON,75,4
2018-02-02,76,La Modelo,Ozuna x Cardi B,52,5
2018-02-02,77,Rewrite The Stars,Zac Efron & Zendaya,70,4
2018-02-02,78,Candy Paint,Post Malone,50,14
2018-02-02,79,Tell Me You Love Me,Demi Lovato,53,9
2018-02-02,80,Round Here Buzz,Eric Church,56,18
2018-02-02,81,All On Me,Devin Dawson,81,9
2018-02-02,82,No Name,NF,82,1
2018-02-02,83,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",83,2
2018-02-02,84,MIC Drop,BTS Featuring Desiigner,28,9
2018-02-02,85,Broken Halos,Chris Stapleton,85,9
2018-02-02,86,Kooda,6ix9ine,50,8
2018-02-02,87,Legends,Kelsea Ballerini,79,8
2018-02-02,88,Wait,Maroon 5,88,2
2018-02-02,89,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",81,4
2018-02-02,90,Ice Tray,Quavo & Lil Yachty,74,6
2018-02-02,91,Beautiful Trauma,P!nk,91,5
2018-02-02,92,IDGAF,Dua Lipa,92,2
2018-02-02,93,Corazon,Maluma X Nego do Borel,87,4
2018-02-02,94,Mayores,Becky G Featuring Bad Bunny,74,14
2018-02-02,95,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",88,4
2018-02-02,96,Never Enough,Loren Allred,88,4
2018-02-02,97,My Dawg,Lil Baby,71,7
2018-02-02,98,I'll Name The Dogs,Blake Shelton,56,20
2018-02-02,99,Rock,Plies,99,1
2018-02-02,100,Female,Keith Urban,69,5
2018-02-09,1,God's Plan,Drake,1,2
2018-02-09,2,Perfect,Ed Sheeran,1,23
2018-02-09,3,Finesse,Bruno Mars & Cardi B,3,5
2018-02-09,4,Havana,Camila Cabello Featuring Young Thug,1,25
2018-02-09,5,Rockstar,Post Malone Featuring 21 Savage,1,20
2018-02-09,6,Bad At Love,Halsey,5,22
2018-02-09,7,New Rules,Dua Lipa,7,27
2018-02-09,8,MotorSport,"Migos, Nicki Minaj & Cardi B",6,14
2018-02-09,9,Say Something,Justin Timberlake Featuring Chris Stapleton,9,1
2018-02-09,10,Thunder,Imagine Dragons,4,40
2018-02-09,11,Meant To Be,Bebe Rexha & Florida Georgia Line,11,15
2018-02-09,12,Stir Fry,Migos,12,6
2018-02-09,13,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,4,21
2018-02-09,14,Let You Down,NF,14,16
2018-02-09,15,Love.,Kendrick Lamar Featuring Zacari,11,32
2018-02-09,16,Him & I,G-Eazy & Halsey,15,9
2018-02-09,17,I Fall Apart,Post Malone,16,19
2018-02-09,18,Walk It Talk It,Migos Featuring Drake,18,1
2018-02-09,19,Bartier Cardi,Cardi B Featuring 21 Savage,14,6
2018-02-09,20,Too Good At Goodbyes,Sam Smith,4,21
2018-02-09,21,How Long,Charlie Puth,21,17
2018-02-09,22,Shape Of You,Ed Sheeran,1,56
2018-02-09,23,The Middle,"Zedd, Maren Morris & Grey",23,1
2018-02-09,24,Gummo,6ix9ine,12,12
2018-02-09,25,Bodak Yellow (Money Moves),Cardi B,1,31
2018-02-09,26,Gucci Gang,Lil Pump,3,21
2018-02-09,27,Feel It Still,Portugal. The Man,4,33
2018-02-09,28,You Make It Easy,Jason Aldean,28,1
2018-02-09,29,Believer,Imagine Dragons,4,52
2018-02-09,30,Wolves,Selena Gomez X Marshmello,20,15
2018-02-09,31,Sky Walker,Miguel Featuring Travis Scott,29,19
2018-02-09,32,Never Be The Same,Camila Cabello,30,7
2018-02-09,33,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,3,40
2018-02-09,34,Plain Jane,A$AP Ferg Featuring Nicki Minaj,26,19
2018-02-09,35,Young Dumb & Broke,Khalid,18,29
2018-02-09,36,Narcos,Migos,36,1
2018-02-09,37,I Get The Bag,Gucci Mane Featuring Migos,11,24
2018-02-09,38,Lights Down Low,MAX Featuring gnash,38,17
2018-02-09,39,Marry Me,Thomas Rhett,35,9
2018-02-09,40,Roll In Peace,Kodak Black Featuring XXXTENTACION,31,24
2018-02-09,41,Mine,Bazzi,41,2
2018-02-09,42,Sorry Not Sorry,Demi Lovato,6,30
2018-02-09,43,End Game,Taylor Swift Featuring Ed Sheeran & Future,18,11
2018-02-09,44,River,Eminem Featuring Ed Sheeran,11,7
2018-02-09,45,Outside Today,YoungBoy Never Broke Again,45,3
2018-02-09,46,Ric Flair Drip,Offset & Metro Boomin,39,14
2018-02-09,47,Lemon,N*E*R*D & Rihanna,40,13
2018-02-09,48,BBO (Bad Bitches Only),Migos Featuring 21 Savage,48,1
2018-02-09,49,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,24,23
2018-02-09,50,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,19
2018-02-09,51,Filthy,Justin Timberlake,9,4
2018-02-09,52,Notice Me,Migos Featuring Post Malone,52,1
2018-02-09,53,Supastars,Migos,53,1
2018-02-09,54,All The Stars,Kendrick Lamar & SZA,43,4
2018-02-09,55,Diplomatic Immunity,Drake,7,2
2018-02-09,56,Wait,Maroon 5,56,3
2018-02-09,57,Yours,Russell Dickerson,49,16
2018-02-09,58,Written In The Sand,Old Dominion,58,11
2018-02-09,59,Good Old Days,Macklemore Featuring Kesha,54,15
2018-02-09,60,Losing Sleep,Chris Young,60,19
2018-02-09,61,Five More Minutes,Scotty McCreery,61,9
2018-02-09,62,Broken Halos,Chris Stapleton,62,10
2018-02-09,63,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",43,3
2018-02-09,64,White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",64,1
2018-02-09,65,Betrayed,Lil Xan,65,12
2018-02-09,66,Pick It Up,Famous Dex Featuring A$AP Rocky,58,12
2018-02-09,67,Heaven,Kane Brown,67,6
2018-02-09,68,Nowadays,Lil Skies Featuring Landon Cube,55,4
2018-02-09,69,You Broke Up With Me,Walker Hayes,67,15
2018-02-09,70,Like I Loved You,Brett Young,46,19
2018-02-09,71,This Is Me,Keala Settle & The Greatest Showman Ensemble,58,5
2018-02-09,72,Echame La Culpa,Luis Fonsi & Demi Lovato,47,11
2018-02-09,73,Gang Gang,Migos,73,1
2018-02-09,74,One Foot,WALK THE MOON,74,5
2018-02-09,75,New Freezer,Rich The Kid Featuring Kendrick Lamar,75,1
2018-02-09,76,All On Me,Devin Dawson,76,10
2018-02-09,77,No Smoke,YoungBoy Never Broke Again,61,9
2018-02-09,78,Tell Me You Love Me,Demi Lovato,53,10
2018-02-09,79,La Modelo,Ozuna x Cardi B,52,6
2018-02-09,80,Red Roses,Lil Skies Featuring Landon Cube,69,4
2018-02-09,81,Rewrite The Stars,Zac Efron & Zendaya,70,5
2018-02-09,82,Candy Paint,Post Malone,50,15
2018-02-09,83,Higher We Go (Intro),Migos,83,1
2018-02-09,84,Legends,Kelsea Ballerini,79,9
2018-02-09,85,Auto Pilot,Migos,85,1
2018-02-09,86,Codeine Dreaming,Kodak Black Featuring Lil Wayne,52,10
2018-02-09,87,Emoji A Chain,Migos,87,1
2018-02-09,88,Beautiful Trauma,P!nk,88,6
2018-02-09,89,Round Here Buzz,Eric Church,56,19
2018-02-09,90,Sick Boy,The Chainsmokers,65,2
2018-02-09,91,Rubbin Off The Paint,YBN Nahmir,46,13
2018-02-09,92,El Farsante,Ozuna & Romeo Santos,92,1
2018-02-09,93,IDGAF,Dua Lipa,92,3
2018-02-09,94,Most People Are Good,Luke Bryan,94,1
2018-02-09,95,Mayores,Becky G Featuring Bad Bunny,74,15
2018-02-09,96,CC,Migos Featuring Gucci Mane,96,1
2018-02-09,97,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",81,5
2018-02-09,98,MIC Drop,BTS Featuring Desiigner,28,10
2018-02-09,99,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",83,3
2018-02-09,100,Corazon,Maluma X Nego do Borel,87,5
2018-02-16,1,God's Plan,Drake,1,3
2018-02-16,2,Perfect,Ed Sheeran,1,24
2018-02-16,3,Finesse,Bruno Mars & Cardi B,3,6
2018-02-16,4,Havana,Camila Cabello Featuring Young Thug,1,26
2018-02-16,5,Rockstar,Post Malone Featuring 21 Savage,1,21
2018-02-16,6,New Rules,Dua Lipa,6,28
2018-02-16,7,Pray For Me,The Weeknd & Kendrick Lamar,7,1
2018-02-16,8,Stir Fry,Migos,8,7
2018-02-16,9,Meant To Be,Bebe Rexha & Florida Georgia Line,9,16
2018-02-16,10,Bad At Love,Halsey,5,23
2018-02-16,11,Thunder,Imagine Dragons,4,41
2018-02-16,12,Let You Down,NF,12,17
2018-02-16,13,Love.,Kendrick Lamar Featuring Zacari,11,33
2018-02-16,14,MotorSport,"Migos, Nicki Minaj & Cardi B",6,15
2018-02-16,15,Him & I,G-Eazy & Halsey,15,10
2018-02-16,16,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,4,22
2018-02-16,17,Say Something,Justin Timberlake Featuring Chris Stapleton,9,2
2018-02-16,18,I Fall Apart,Post Malone,16,20
2018-02-16,19,Bodak Yellow (Money Moves),Cardi B,1,32
2018-02-16,20,Bartier Cardi,Cardi B Featuring 21 Savage,14,7
2018-02-16,21,How Long,Charlie Puth,21,18
2018-02-16,22,The Middle,"Zedd, Maren Morris & Grey",22,2
2018-02-16,23,Shape Of You,Ed Sheeran,1,57
2018-02-16,24,Gummo,6ix9ine,12,13
2018-02-16,25,Wolves,Selena Gomez X Marshmello,20,16
2018-02-16,26,Feel It Still,Portugal. The Man,4,34
2018-02-16,27,Never Be The Same,Camila Cabello,27,8
2018-02-16,28,Too Good At Goodbyes,Sam Smith,4,22
2018-02-16,29,Mine,Bazzi,29,3
2018-02-16,30,Lights Down Low,MAX Featuring gnash,30,18
2018-02-16,31,All The Stars,Kendrick Lamar & SZA,31,5
2018-02-16,32,Sky Walker,Miguel Featuring Travis Scott,29,20
2018-02-16,33,Plain Jane,A$AP Ferg Featuring Nicki Minaj,26,20
2018-02-16,34,Filthy,Justin Timberlake,9,5
2018-02-16,35,Young Dumb & Broke,Khalid,18,30
2018-02-16,36,Gucci Gang,Lil Pump,3,22
2018-02-16,37,Marry Me,Thomas Rhett,35,10
2018-02-16,38,Sorry Not Sorry,Demi Lovato,6,31
2018-02-16,39,Outside Today,YoungBoy Never Broke Again,39,4
2018-02-16,40,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,3,41
2018-02-16,41,I Get The Bag,Gucci Mane Featuring Migos,11,25
2018-02-16,42,River,Eminem Featuring Ed Sheeran,11,8
2018-02-16,43,Ric Flair Drip,Offset & Metro Boomin,39,15
2018-02-16,44,Lemon,N*E*R*D & Rihanna,40,14
2018-02-16,45,End Game,Taylor Swift Featuring Ed Sheeran & Future,18,12
2018-02-16,46,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,20
2018-02-16,47,Roll In Peace,Kodak Black Featuring XXXTENTACION,31,25
2018-02-16,48,Walk It Talk It,Migos Featuring Drake,18,2
2018-02-16,49,El Farsante,Ozuna & Romeo Santos,49,2
2018-02-16,50,Narcos,Migos,36,2
2018-02-16,51,Written In The Sand,Old Dominion,51,12
2018-02-16,52,You Make It Easy,Jason Aldean,28,2
2018-02-16,53,Good Old Days,Macklemore Featuring Kesha,53,16
2018-02-16,54,Five More Minutes,Scotty McCreery,54,10
2018-02-16,55,Wait,Maroon 5,55,4
2018-02-16,56,The Champion,Carrie Underwood Featuring Ludacris,47,2
2018-02-16,57,Pick It Up,Famous Dex Featuring A$AP Rocky,57,13
2018-02-16,58,Yours,Russell Dickerson,49,17
2018-02-16,59,Broken Halos,Chris Stapleton,59,11
2018-02-16,60,New Freezer,Rich The Kid Featuring Kendrick Lamar,60,2
2018-02-16,61,Heaven,Kane Brown,61,7
2018-02-16,62,You Broke Up With Me,Walker Hayes,62,16
2018-02-16,63,This Is Me,Keala Settle & The Greatest Showman Ensemble,58,6
2018-02-16,64,Betrayed,Lil Xan,64,13
2018-02-16,65,One Foot,WALK THE MOON,65,6
2018-02-16,66,Like I Loved You,Brett Young,46,20
2018-02-16,67,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",43,4
2018-02-16,68,Echame La Culpa,Luis Fonsi & Demi Lovato,47,12
2018-02-16,69,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",69,4
2018-02-16,70,Nowadays,Lil Skies Featuring Landon Cube,55,5
2018-02-16,71,Losing Sleep,Chris Young,60,20
2018-02-16,72,Notice Me,Migos Featuring Post Malone,52,2
2018-02-16,73,Man Of The Woods,Justin Timberlake,73,1
2018-02-16,74,All On Me,Devin Dawson,74,11
2018-02-16,75,Legends,Kelsea Ballerini,75,10
2018-02-16,76,No Smoke,YoungBoy Never Broke Again,61,10
2018-02-16,77,Red Roses,Lil Skies Featuring Landon Cube,69,5
2018-02-16,78,Beautiful Trauma,P!nk,78,7
2018-02-16,79,Tell Me You Love Me,Demi Lovato,53,11
2018-02-16,80,Candy Paint,Post Malone,50,16
2018-02-16,81,Dura,Daddy Yankee,81,1
2018-02-16,82,La Modelo,Ozuna x Cardi B,52,7
2018-02-16,83,Diplomatic Immunity,Drake,7,3
2018-02-16,84,Most People Are Good,Luke Bryan,84,2
2018-02-16,85,Rewrite The Stars,Zac Efron & Zendaya,70,6
2018-02-16,86,Codeine Dreaming,Kodak Black Featuring Lil Wayne,52,11
2018-02-16,87,Whatever It Takes,Imagine Dragons,87,2
2018-02-16,88,IDGAF,Dua Lipa,88,4
2018-02-16,89,BBO (Bad Bitches Only),Migos Featuring 21 Savage,48,2
2018-02-16,90,Hardaway,Derez De'Shon,90,1
2018-02-16,91,Mayores,Becky G Featuring Bad Bunny,74,16
2018-02-16,92,At The Club,Jacquees X DeJ Loaf,92,1
2018-02-16,93,The Long Way,Brett Eldredge,93,1
2018-02-16,94,Singles You Up,Jordan Davis,94,1
2018-02-16,95,Criminal,Natti Natasha x Ozuna,95,2
2018-02-16,96,Corazon,Maluma X Nego do Borel,87,6
2018-02-16,97,Sick Boy,The Chainsmokers,65,3
2018-02-16,98,A Girl Like You,Easton Corbin,98,1
2018-02-16,99,Rock,Plies,99,2
2018-02-16,100,Supplies,Justin Timberlake,71,2
2018-02-23,1,God's Plan,Drake,1,4
2018-02-23,2,Perfect,Ed Sheeran,1,25
2018-02-23,3,Finesse,Bruno Mars & Cardi B,3,7
2018-02-23,4,Havana,Camila Cabello Featuring Young Thug,1,27
2018-02-23,5,Rockstar,Post Malone Featuring 21 Savage,1,22
2018-02-23,6,Look Alive,BlocBoy JB Featuring Drake,6,1
2018-02-23,7,Meant To Be,Bebe Rexha & Florida Georgia Line,7,17
2018-02-23,8,New Rules,Dua Lipa,6,29
2018-02-23,9,All The Stars,Kendrick Lamar & SZA,9,6
2018-02-23,10,Stir Fry,Migos,8,8
2018-02-23,11,Pray For Me,The Weeknd & Kendrick Lamar,7,2
2018-02-23,12,Let You Down,NF,12,18
2018-02-23,13,Love.,Kendrick Lamar Featuring Zacari,11,34
2018-02-23,14,Him & I,G-Eazy & Halsey,14,11
2018-02-23,15,Thunder,Imagine Dragons,4,42
2018-02-23,16,Bad At Love,Halsey,5,24
2018-02-23,17,The Middle,"Zedd, Maren Morris & Grey",17,3
2018-02-23,18,MotorSport,"Migos, Nicki Minaj & Cardi B",6,16
2018-02-23,19,I Fall Apart,Post Malone,16,21
2018-02-23,20,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,4,23
2018-02-23,21,How Long,Charlie Puth,21,19
2018-02-23,22,Mine,Bazzi,22,4
2018-02-23,23,Bartier Cardi,Cardi B Featuring 21 Savage,14,8
2018-02-23,24,Shape Of You,Ed Sheeran,1,58
2018-02-23,25,Bodak Yellow (Money Moves),Cardi B,1,33
2018-02-23,26,Wolves,Selena Gomez X Marshmello,20,17
2018-02-23,27,Lights Down Low,MAX Featuring gnash,27,19
2018-02-23,28,Gummo,6ix9ine,12,14
2018-02-23,29,Never Be The Same,Camila Cabello,27,9
2018-02-23,30,Feel It Still,Portugal. The Man,4,35
2018-02-23,31,Say Something,Justin Timberlake Featuring Chris Stapleton,9,3
2018-02-23,32,Young Dumb & Broke,Khalid,18,31
2018-02-23,33,Sky Walker,Miguel Featuring Travis Scott,29,21
2018-02-23,34,Plain Jane,A$AP Ferg Featuring Nicki Minaj,26,21
2018-02-23,35,River,Eminem Featuring Ed Sheeran,11,9
2018-02-23,36,Marry Me,Thomas Rhett,35,11
2018-02-23,37,Outside Today,YoungBoy Never Broke Again,37,5
2018-02-23,38,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",38,5
2018-02-23,39,Too Good At Goodbyes,Sam Smith,4,23
2018-02-23,40,Sorry Not Sorry,Demi Lovato,6,32
2018-02-23,41,Ric Flair Drip,Offset & Metro Boomin,39,16
2018-02-23,42,Gucci Gang,Lil Pump,3,23
2018-02-23,43,Wait,Maroon 5,43,5
2018-02-23,44,I Get The Bag,Gucci Mane Featuring Migos,11,26
2018-02-23,45,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,3,42
2018-02-23,46,Lemon,N*E*R*D & Rihanna,40,15
2018-02-23,47,You Make It Easy,Jason Aldean,28,3
2018-02-23,48,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,40,21
2018-02-23,49,X,"ScHoolboy Q, 2 Chainz & Saudi",49,1
2018-02-23,50,Roll In Peace,Kodak Black Featuring XXXTENTACION,31,26
2018-02-23,51,Five More Minutes,Scotty McCreery,51,11
2018-02-23,52,Walk It Talk It,Migos Featuring Drake,18,3
2018-02-23,53,New Freezer,Rich The Kid Featuring Kendrick Lamar,53,3
2018-02-23,54,Good Old Days,Macklemore Featuring Kesha,53,17
2018-02-23,55,Written In The Sand,Old Dominion,51,13
2018-02-23,56,El Farsante,Ozuna & Romeo Santos,49,3
2018-02-23,57,Heaven,Kane Brown,57,8
2018-02-23,58,Narcos,Migos,36,3
2018-02-23,59,Broken Halos,Chris Stapleton,59,12
2018-02-23,60,Pick It Up,Famous Dex Featuring A$AP Rocky,57,14
2018-02-23,61,Dura,Daddy Yankee,61,2
2018-02-23,62,Plug Walk,Rich The Kid,62,1
2018-02-23,63,The Ways,Khalid & Swae Lee,63,1
2018-02-23,64,Yours,Russell Dickerson,49,18
2018-02-23,65,End Game,Taylor Swift Featuring Ed Sheeran & Future,18,13
2018-02-23,66,You Broke Up With Me,Walker Hayes,62,17
2018-02-23,67,Paramedic!,SOB X RBE,67,1
2018-02-23,68,Legends,Kelsea Ballerini,68,11
2018-02-23,69,Betrayed,Lil Xan,64,14
2018-02-23,70,Nowadays,Lil Skies Featuring Landon Cube,55,6
2018-02-23,71,Big Shot,Kendrick Lamar & Travis Scott,71,1
2018-02-23,72,Friends,Marshmello & Anne-Marie,72,1
2018-02-23,73,All On Me,Devin Dawson,73,12
2018-02-23,74,Notice Me,Migos Featuring Post Malone,52,3
2018-02-23,75,Whatever It Takes,Imagine Dragons,75,3
2018-02-23,76,For You (Fifty Shades Freed),Liam Payne & Rita Ora,76,2
2018-02-23,77,KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",43,5
2018-02-23,78,No Smoke,YoungBoy Never Broke Again,61,11
2018-02-23,79,Echame La Culpa,Luis Fonsi & Demi Lovato,47,13
2018-02-23,80,Tell Me You Love Me,Demi Lovato,53,12
2018-02-23,81,Red Roses,Lil Skies Featuring Landon Cube,69,6
